id,reference_id,specimen,reviewer,nistir_id,p58_db,p58_fragility,comp_type,sub_type,connection_detail,material_class,size_class,test_type,loading_protocol,peak_test_amplitude,location,design_objective,comp_description,ds_description,proir_damage,is_repaired,ds_intensity,ds_intensity_unit,ds_intensity_alt,ds_intensity_unit_alt,ds_rank,ds_class,notes
exp1624a,TAT-2018-INP,#3,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Wall out‐of‐plane collapse,Corner crushing of panels,No,2.61,Drift (%),,,,Consequential,
exp1625a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Drop of gypsum dust,No prior damage,No,0.65,Drift (%),,,,Inconsequential,
exp1626a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Detachment of joint tape,Drop of gypsum dust,No,0.65,Drift (%),,,,Inconsequential,
exp1627a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Detachment between indoor partition walls and surrounding structural elements (≤5 mm) ,Detachment of joint tape,No,0.72,Drift (%),,,,Inconsequential,
exp1628a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Collapse of panel‐to‐frame fixings (≤5%),Detachment between indoor partition walls and surrounding structural elements (≤5 mm) ,No,1.02,Drift (%),,,,Inconsequential,
exp1629a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Collapse of dowels (≤5%),Collapse of panel‐to‐frame fixings (≤5%),No,1.02,Drift (%),,,,Inconsequential,
exp1630a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Detachment between indoor partition walls and surrounding  structural elements (>5 mm),Collapse of dowels (≤5%),No,1.45,Drift (%),,,,Consequential,
exp1631a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Collapse of panel‐to‐frame fixings (>5%),Detachment between indoor partition walls and surrounding  structural elements (>5 mm),No,1.45,Drift (%),,,,Consequential,
exp1632a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Collapse of dowels (>5%),Collapse of panel‐to‐frame fixings (>5%),No,1.45,Drift (%),,,,Consequential,
exp1633a,TAT-2018-INP,#4,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 300 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick standard gypsum boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Wall out‐of‐plane collapse,Collapse of dowels (>5%),No,2.66,Drift (%),,,,Consequential,
exp1634a,TAT-2018-INP,#5,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick gypsum‐fiber boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Drop of gypsum dust,No prior damage,No,0.51,Drift (%),,,,Inconsequential,
exp1635a,TAT-2018-INP,#5,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick gypsum‐fiber boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Detachment of joint tape,Drop of gypsum dust,No,0.51,Drift (%),,,,Inconsequential,
exp1636a,TAT-2018-INP,#5,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick gypsum‐fiber boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Detachment between indoor partition walls and surrounding structural elements (≤5 mm),Detachment of joint tape,No,0.72,Drift (%),,,,Inconsequential,
exp1637a,TAT-2018-INP,#5,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick gypsum‐fiber boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Collapse of dowels (≤5%),Detachment between indoor partition walls and surrounding structural elements (≤5 mm),No,1.02,Drift (%),,,,Inconsequential,
exp1638a,TAT-2018-INP,#5,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick gypsum‐fiber boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Collapse of dowels (>5%),Collapse of dowels (≤5%),No,1.32,Drift (%),,,,Consequential,
exp1639a,TAT-2018-INP,#5,NIST,C1011,N,,Internal partition walls,Full height,Fixed,CFS,,Quasi-static reverse cyclic loading,FEMA 461: maximum interstory drift of 8.40%,0.084,"University of Naples, Italy",Evaluate the seismic response and fragilities of drywall partition walls ,"1. The indoor partition wall is surrounded by structural elements on all sides
2. Wall dimensions: 2400 mm Long, 2700 mm High, and 125 mm Thick
3. Lightweight steel profiles: 
- Steel grade (DX51D+Z), 
- Studs (75mmx50mmx7.5mmx0.6mm) - (outside‐to‐outside web depth × outside‐to‐outside flange size × outside‐to‐outside lip size × thickness), 
- Tracks 75 × 40 × 0.6 mm (outside‐to‐outside web depth × outside‐to‐outside flange size × thickness) unlipped channel sections
4. Stud spacing: 600 mm
5. Sheathing panels: Double layer of 12.5‐mm‐thick gypsum‐fiber boards for each wall face
6. Frame fixings: Punching
7. Panel-to-frame fixings: 
- 3.5 × 25 mm (nominal diameter × shank length) bugle head phosphated self‐piercing screws spaced at
700 mm on center for the installation of the internal panel laye, 
- 3.5 × 35‐mm bugle head phosphated self‐piercing screws spaced at 250 mm on center for the installation
of the external panel layer
8. Joint finishing: 
- Joints in the field: paper tape fixed with gypsum‐based plaster
- Joints at the perimeter : self‐adhesive paper tape
9. Wall‐to‐surrounding structural element connections: 6 × 35 mm (drilling hole diameter × minimum anchorage length) plastic dowels for fixed connections or 8 × 80‐mm plastic dowels for sliding connections, spaced at 500 mm on center at the wall top and bottom and 600 mm on center at the wall ends
10. Horizontal connection: Fixed
11. Vertical connection: Fixed
",Collapse of panel‐to‐frame fixings (≤5%),Collapse of dowels (>5%),No,1.43,Drift (%),,,,Inconsequential,
